行政区,电子监管号,项目名称,项目位置,面积(公顷),土地来源,土地用途,供地方式,土地使用年限,行业分类,土地级别,成交价格(万元),土地使用权人,约定容积率下限,约定容积率上限,约定交地时间,约定开工时间,约定竣工时间,实际开工时间,实际竣工时间,批准单位,合同签订日期
梅县,4414212015B00286,梅州市梅县区和安沥青混凝土有限公司白渡悦一工业用地,梅州市梅县区白渡镇悦一村,2.000000,0.000000,工业用地,拍卖出让,50,砖瓦、石材及其他建筑材料制造,十一级,288.0000,梅州市梅县区和安沥青混凝土有限公司,0.80,,2015年12月04日,2016年12月04日,2018年12月04日,,,梅州市梅县区,2015年10月05日
赣榆县,3207212015A01450,六里桥文化园地块,青口镇六里桥村,2.869600,0.000000,住宿餐饮用地,划拨,,房地产业,未评估地区,0.0000,,1.00,1.80,2015年11月30日,2015年12月31日,2017年12月31日,,,赣榆县人民政府,2015年10月05日
祥云县,5329232015B00231,大理州土地开发投资有限公司,祥云县祥城镇龙凤街西段南侧、广大铁路东侧,5.609000,0.000000,其他普通商品住房用地,挂牌出让,70,其他服务业,三级,4206.7500,大理州土地开发投资有限公司,1.00,2.80,2015年10月15日,2016年10月05日,2017年10月05日,,,大理州国土资源局,2015年10月05日
甘南县,2302252015A00275,园区排水,甘南县工业园区,0.046400,0.000000,水工建筑用地,划拨,,国家机构,十五等级,0.0000,,,,2015年10月15日,2015年11月30日,2017年11月30日,,,甘南县人民政府,2015年10月05日
祥云县,5329232015B00247,大理州土地开发投资有限公司,祥云县祥城镇龙凤街西段南侧、广大铁路东侧,6.690400,0.000000,其他普通商品住房用地,挂牌出让,70,其他服务业,三级,5017.8000,大理州土地开发投资有限公司,1.00,2.80,2015年10月15日,2016年10月05日,2017年10月05日,,,大理州国土资源局,2015年10月05日
金坛市,3204822015B04410,奥托立夫（江苏）汽车安全零部件有限公司新建项目,薛埠镇奥托立夫地块十三,0.054400,0.054400,工业用地,挂牌出让,50,汽车制造,五级,16.0000,奥托立夫（江苏）汽车安全零部件有限公司,0.00,0.80,2015年10月10日,2016年04月10日,2018年04月09日,,,常州市金坛区,2015年10月05日
金坛市,3204822015B04390,奥托立夫（江苏）汽车安全零部件有限公司新建项目,薛埠镇奥托立夫地块十四,0.146000,0.146000,工业用地,挂牌出让,50,汽车制造,五级,42.0000,奥托立夫（江苏）汽车安全零部件有限公司,0.00,0.80,2015年10月10日,2016年04月10日,2018年04月09日,,,常州市金坛区,2015年10月05日
金坛市,3204822015B04388,奥托立夫（江苏）汽车安全零部件有限公司新建项目,薛埠镇奥托立夫地块八,0.012600,0.012600,工业用地,挂牌出让,50,汽车制造,五级,4.0000,奥托立夫（江苏）汽车安全零部件有限公司,0.00,0.80,2015年10月10日,2016年04月10日,2018年04月09日,,,常州市金坛区,2015年10月05日
金坛市,3204822015B04408,奥托立夫（江苏）汽车安全零部件有限公司新建项目,薛埠镇奥托立夫地块九,0.058800,0.058800,工业用地,挂牌出让,50,汽车制造,五级,17.0000,奥托立夫（江苏）汽车安全零部件有限公司,0.00,0.80,2015年10月10日,2016年04月10日,2018年04月09日,,,常州市金坛区,2015年10月05日
金坛市,3204822015B04422,奥托立夫（江苏）汽车安全零部件有限公司新建项目,薛埠镇奥托立夫地块十五,0.120200,0.120200,工业用地,挂牌出让,50,汽车制造,五级,35.0000,奥托立夫（江苏）汽车安全零部件有限公司,0.00,0.80,2015年10月10日,2016年04月10日,2018年04月09日,,,常州市金坛区,2015年10月05日
兴义市,5223012015B00474,贵州义龙鹏辰旅游投资开发有限公司,义龙试验区万屯镇盘兴村,3.946610,0.000000,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,未评估地区,2865.2389,贵州义龙鹏辰旅游投资开发有限公司,1.00,2.50,2015年11月30日,2016年11月30日,2019年11月30日,,,黔西南州,2015年10月05日
海伦市,2312832015A00254,海伦市残疾人拖养服务中心,规划二十路东、牌楼路北,0.219870,0.000000,医卫慈善用地,划拨,,社会福利业,二级,0.0000,,0.00,1.09,2015年10月12日,2015年10月13日,2016年10月13日,,,海伦市人民政府,2015年10月05日
海伦市,2312832015A00267,海伦市中医院,规划二十路东、牌楼路北,1.225060,0.000000,医卫慈善用地,划拨,,卫生,二级,0.0000,,0.00,0.80,2015年10月12日,2015年10月13日,2016年10月13日,,,海伦市人民政府,2015年10月05日
祥云县,5329232015B00259,大理州土地开发投资有限公司,祥云且祥城镇龙凤街西段南侧、广大铁路东侧,6.237500,0.000000,其他普通商品住房用地,挂牌出让,70,其他服务业,三级,4678.1250,大理州土地开发投资有限公司,1.00,2.80,2015年10月15日,2016年10月05日,2017年10月05日,,,大理州国土资源局,2015年10月05日
海伦市,2312832015A00272,海伦市疾病预防控制中心,规划十八路西、牌楼路北,0.285200,0.000000,医卫慈善用地,划拨,,卫生,二级,0.0000,,0.00,1.12,2015年10月12日,2015年10月13日,2016年10月13日,,,海伦市人民政府,2015年10月05日
太和县,3412222015B00750,建设路4号安置区,太和县城关镇民安路东侧、建设路南侧,6.596800,6.596800,其他普通商品住房用地,挂牌出让,70,房地产业,三级,11181.5873,太和县国有资产投资运营有限公司,1.00,3.00,2016年01月05日,2016年04月05日,2018年04月04日,,,太和县,2015年10月05日
兴义市,5223012015B00486,贵州义龙鹏辰旅游投资开发有限公司,义龙试验区万屯镇盘兴村,3.535700,0.000000,中低价位、中小套型普通商品住房用地,挂牌出让,70,房地产业,未评估地区,2566.9182,贵州义龙鹏辰旅游投资开发有限公司,1.00,2.50,2015年11月30日,2016年11月30日,2019年11月30日,,,黔西南州,2015年10月05日
